Floor,Room_No.,Room_Name,Room_Type_No.,Room_Type_Name,Area_m2,Volume_m3,Specific_Cooling_Demand_per_m2_W_per_m2,Specific_Cooling_Demand_per_Person_W_per_Pers,Additional_Internal_Loads_W,Total_Cooling_Load_kW,Cooling_Type,Cooling_Capacity_W,Cooling_Count,Total_Cooling_kW,Specific_Heating_Demand_per_m2_W_per_m2,Total_Heating_Load_kW,Heating_Type,Heating_Capacity_W,Heating_Count,Total_Heating_kW
OG5_OKRFB,D5 18,Wiss. Mitarbeiter,2.0,Einzel-/Zweierbüros,9000.0,26240.0,50.0,0.0,0.0,0.0,450,1.0,45.0,0.0,40.0,36.0,H-K-Segel,360.0,1.0,36.0
OG5_OKRFB,D5 19,Wiss. Mitarbeiter,2.0,Einzel-/Zweierbüros,9000.0,26550.0,50.0,0.0,0.0,0.0,450,1.0,45.0,0.0,40.0,36.0,H-K-Segel,360.0,1.0,36.0
OG5_OKRFB,D5 20,Wiss. Mitarbeiter,2.0,Einzel-/Zweierbüros,9000.0,26550.0,50.0,0.0,0.0,0.0,450,1.0,45.0,0.0,40.0,36.0,H-K-Segel,360.0,1.0,36.0
OG5_OKRFB,D5 21,Allg. & Gruppenleitung,2.0,Einzel-/Zweierbüros,18000.0,54350.0,50.0,0.0,0.0,0.0,900,1.0,90.0,0.0,40.0,72.0,H-K-Segel,720.0,1.0,72.0
OG5_OKRFB,D5 23,Wiss. Mitarbeiter,2.0,Einzel-/Zweierbüros,9000.0,26550.0,50.0,0.0,0.0,0.0,450,1.0,45.0,0.0,40.0,36.0,H-K-Segel,360.0,1.0,36.0
OG5_OKRFB,D5 24,Techniker,2.0,Einzel-/Zweierbüros,9000.0,25920.0,50.0,0.0,0.0,0.0,450,1.0,45.0,0.0,40.0,36.0,H-K-Segel,360.0,1.0,36.0
OG5_OKRFB,D5 25,Installationsschacht,18.0,Schächte,8000.0,23240.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
OG5_OKRFB,D5 26,Etagenverteiler,13.0,Etagenverteiler,8000.0,23240.0,0.0,0.0,3.5,0.0,"3,500",1.0,350.0,0.0,0.0,0.0,,0.0,0.0,0.0
OG5_OKRFB,D5 27,Flur,6.0,"Verkehrsflächen, Flure",70000.0,210400.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
OG5_OKRFB,DU5 14,Co-Working,1.0,Flex-/ Co-Work/,29000.0,85840.0,50.0,0.0,0.0,0.0,"1,450",1.0,145.0,0.0,40.0,116.0,H-K-Segel,1.16,1.0,116.0
OG5_OKRFB,Mo5 01,Flur,17.0,Treppenhäuser/Magistrale,57000.0,172370.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,25.0,143.0,HK,1.43,1.0,143.0
OG5_OKRFB,Mo5 02,Lager,11.0,Lager innenliegend,10000.0,28520.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
OG5_OKRFB,Mo5 03,Aufzug,19.0,Aufzüge,9000.0,26170.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
OG5_OKRFB,Mo5 04,WC Frauen,8.0,WCs,3000.0,10050.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,30.0,9.0,,0.0,0.0,0.0
OG5_OKRFB,Mo5 05,Putzraum,10.0,Putzmittel/ Lager,2000.0,4750.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,15.0,3.0,,0.0,0.0,0.0
OG5_OKRFB,Mo5 06,WC Herren,8.0,WCs,2000.0,5300.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,30.0,6.0,HK,0.0,0.0,0.0
OG5_OKRFB,Mo5 06.1,WC Herren,8.0,WCs,3000.0,9580.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,30.0,9.0,HK,150.0,1.0,15.0
OG5_OKRFB,Mw5 01/02,Treppe/Flur,17.0,Treppenhäuser/Magistrale,41000.0,122950.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,25.0,103.0,HK,1.03,1.0,103.0
OG5_OKRFB,Mw5 03,Installationsschacht,18.0,Schächte,3000.0,9260.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
OG5_OKRFB,Mw5 04,ELT,14.0,ELT-Schacht,3000.0,8750.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
U1_OKRFB,01,Einbringöffnung,18.0,Schächte,15000.0,57770.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
U1_OKRFB,DMoU 01,Flur,17.0,Treppenhäuser/Magistrale,51000.0,188880.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,25.0,128.0,HK,1.28,1.0,128.0
U1_OKRFB,DMoU 02,Lager,11.0,Lager innenliegend,9000.0,34450.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
U1_OKRFB,DMoU 03,Aufzug,19.0,Aufzüge,9000.0,32100.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
U1_OKRFB,DMoU 04,Datenraum Allgemein,9.0,ELT-Zentrale,20000.0,72410.0,0.0,0.0,5.0,0.0,"5,000",1.0,500.0,0.0,0.0,0.0,,0.0,0.0,0.0
U1_OKRFB,DMwU 01,Treppe,17.0,Treppenhäuser/Magistrale,22000.0,81660.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,25.0,55.0,HK,550.0,1.0,55.0
U1_OKRFB,DMwU 03,SAN Zentrale,12.0,TGA-Zentrale,13000.0,47950.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
U1_OKRFB,DU 01,RLHK Zentrale,12.0,TGA-Zentrale,146000.0,609740.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
U1_OKRFB,DU 11,Lager,11.0,Lager innenliegend,43000.0,156860.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
U1_OKRFB,DU 14,Lager,11.0,Lager innenliegend,42000.0,154960.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
U1_OKRFB,DU 19,BOS Funk / BMZ,9.0,ELT-Zentrale,10000.0,35100.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
U1_OKRFB,DU 20,NSHV Raum AV Netz,9.0,ELT-Zentrale,16000.0,59840.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
U1_OKRFB,DU 22,Batterieraum,9.0,ELT-Zentrale,11000.0,39310.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
U1_OKRFB,DU 23,USV Raum,9.0,ELT-Zentrale,12000.0,44930.0,0.0,0.0,6.0,0.0,"6,000",1.0,600.0,0.0,0.0,0.0,,0.0,0.0,0.0
U1_OKRFB,DU 25,Fortluft,18.0,Schächte,8000.0,28080.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
U1_OKRFB,DU 27,Flur,6.0,"Verkehrsflächen, Flure",76000.0,279490.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
